"Grid","Sample_ID","LU_type","Species","Ecological grouping","Maturity","Abundance","Additional material","Total abundance per replicate","Comments","FID","OBJECTID","Unique_ID","Photo","NOTES","observed_o","user_login","positional","POINT_X","POINT_Y","Date","Time","MAT","MAP","Albedo","MAP_Seas","MAT_Seas","Crop","Dist_Urban","Forest_Con","NDVI","Forest_Dec","Pop_Dens","Elev","Slope","Aspect","Dist_River","SOC","pH","P","N","Clay_Silt"
"G14",147,"CROP","Lumbricus friendi","Anecic","1SM",1,NA,NA,NA,295,295,"G14_CROP_147","https://static.inaturalist.org/photos/171942241/medium.jpeg"," ","2021-12-10 10:34:18","susanamendes",3,-8.65563678031,41.2856713198,"2021-12-10","10:34",15.3373003,1465.4899902,1749.3499756,51.3872986,374.446991,0.711897,1787.1899414,0.0572804,172.7779999,0.230823,227.9420013,76.2925034,249.3269958,157.8000031,10019.2001953,95.9642029,5.0676298,36.8518982,2.2954299,47.0741005
"G14",147,"CROP","Aporrectodea trapezoides","Anecic","1M",1,"plus one tail fragment",NA,NA,295,295,"G14_CROP_147","https://static.inaturalist.org/photos/171942241/medium.jpeg"," ","2021-12-10 10:34:18","susanamendes",3,-8.65563678031,41.2856713198,"2021-12-10","10:34",15.3373003,1465.4899902,1749.3499756,51.3872986,374.446991,0.711897,1787.1899414,0.0572804,172.7779999,0.230823,227.9420013,76.2925034,249.3269958,157.8000031,10019.2001953,95.9642029,5.0676298,36.8518982,2.2954299,47.0741005
"G14",147,"CROP","Octolasion cyaneum","Endogeic","15M+2FM+4SM",21,NA,23,NA,295,295,"G14_CROP_147","https://static.inaturalist.org/photos/171942241/medium.jpeg"," ","2021-12-10 10:34:18","susanamendes",3,-8.65563678031,41.2856713198,"2021-12-10","10:34",15.3373003,1465.4899902,1749.3499756,51.3872986,374.446991,0.711897,1787.1899414,0.0572804,172.7779999,0.230823,227.9420013,76.2925034,249.3269958,157.8000031,10019.2001953,95.9642029,5.0676298,36.8518982,2.2954299,47.0741005
"G14",149,"PAST","Allolobophora chlorotica","Endogeic","3M",3,NA,NA,NA,294,294,"G14_PAST_149","https://static.inaturalist.org/photos/171946259/medium.jpeg"," ","2021-12-10 12:13:18","susanamendes",3,-8.69367583028,41.2517093202,"2021-12-10","12:13",15.4499998,1360.3000488,1770.8499756,52.1156998,358.6170044,0.678473,0,0,148.470993,0,451.4089966,46.6814995,249.5829926,137.7599945,11713.2998047,113.9150009,5.3678298,35.6062012,2.4577401,43.3624001
"G14",149,"PAST","Dendrodrilus rubidus tenuis","Epigeic","1SM",1,NA,5,NA,294,294,"G14_PAST_149","https://static.inaturalist.org/photos/171946259/medium.jpeg"," ","2021-12-10 12:13:18","susanamendes",3,-8.69367583028,41.2517093202,"2021-12-10","12:13",15.4499998,1360.3000488,1770.8499756,52.1156998,358.6170044,0.678473,0,0,148.470993,0,451.4089966,46.6814995,249.5829926,137.7599945,11713.2998047,113.9150009,5.3678298,35.6062012,2.4577401,43.3624001
"G26",150,"PAST","Allolobophora chlorotica","Endogeic","3M+2SM+7I",12,"plus 2 tail fragments with clitellum",NA,NA,285,285,"G26_PAST_150","https://static.inaturalist.org/photos/169355318/medium.jpeg"," ","2021-11-18 17:20:28","susanamendes",4,-8.32920351973,41.39389609,"2021-11-18","17:20",14.5459003,1479.3299561,1648.7800293,51.5999985,453.5589905,0.364792,631.867981,0,142.6849976,0,847.8889771,192.8390045,246.7400055,143.0570068,18601.9003906,78.8252029,5.5170698,25.4850006,2.75578,41.0993004
"G26",150,"PAST","Aporrectodea rosea","Endogeic","1M",1,NA,NA,NA,285,285,"G26_PAST_150","https://static.inaturalist.org/photos/169355318/medium.jpeg"," ","2021-11-18 17:20:28","susanamendes",4,-8.32920351973,41.39389609,"2021-11-18","17:20",14.5459003,1479.3299561,1648.7800293,51.5999985,453.5589905,0.364792,631.867981,0,142.6849976,0,847.8889771,192.8390045,246.7400055,143.0570068,18601.9003906,78.8252029,5.5170698,25.4850006,2.75578,41.0993004
"G26",150,"PAST","Lumbricus castaneus","Epigeic","1SM+2I",3,NA,19,NA,285,285,"G26_PAST_150","https://static.inaturalist.org/photos/169355318/medium.jpeg"," ","2021-11-18 17:20:28","susanamendes",4,-8.32920351973,41.39389609,"2021-11-18","17:20",14.5459003,1479.3299561,1648.7800293,51.5999985,453.5589905,0.364792,631.867981,0,142.6849976,0,847.8889771,192.8390045,246.7400055,143.0570068,18601.9003906,78.8252029,5.5170698,25.4850006,2.75578,41.0993004
"G46",151,"URB","Aporrectodea trapezoides","Anecic","4I",4,"plus 1 tail fragment and 1 fragment",NA,NA,27,27,"G46_URB_151","https://static.inaturalist.org/photos/167922854/medium.jpeg"," ","2021-11-08 15:37:57","filipe70",3,-6.23587877958,41.5388020904,"2021-11-08","15:37",12.9855003,671.3129883,1581.75,45.5,593.3530273,0.756393,4600.0698242,0,129.8470001,0,37.0782013,702.8569946,245.4060059,124.0390015,834.4899902,37.4487,5.8112502,16.3568001,1.4105099,49.7384987
"G46",151,"URB","Aporrectodea rosea","Endogeic","1SM",1,NA,NA,NA,27,27,"G46_URB_151","https://static.inaturalist.org/photos/167922854/medium.jpeg"," ","2021-11-08 15:37:57","filipe70",3,-6.23587877958,41.5388020904,"2021-11-08","15:37",12.9855003,671.3129883,1581.75,45.5,593.3530273,0.756393,4600.0698242,0,129.8470001,0,37.0782013,702.8569946,245.4060059,124.0390015,834.4899902,37.4487,5.8112502,16.3568001,1.4105099,49.7384987
"G46",152,"PAST","Aporrectodea rosea","Endogeic","5I",5,"plus 1 tail fragment and 1 fragment",NA,NA,28,28,"G46_PAST_152","https://static.inaturalist.org/photos/167922298/medium.jpeg"," ","2021-11-08 14:43:23","filipe70",5,-6.23686439967,41.5546366201,"2021-11-08","14:43",12.6626997,687.2479858,1612.6600342,45.5197983,588.8480225,0.986652,3684.3898926,0,127.6389999,0,1.0802701,754.5529785,249.9190063,142.4190063,2211.6799316,37.7551003,5.7002001,17.9845009,1.07704,56.7167015
"G44",153,"PAST","Aporrectodea trapezoides","Anecic","1I+1FI",2,"plus 2 tail fragments and 1 fragment",7,NA,95,95,"G44_PAST_153","https://static.inaturalist.org/photos/167930612/medium.jpeg"," ","2021-11-08 15:47:51","filipe70",3,-6.50131108964,41.6181323799,"2021-11-08","15:47",12.8216,919.2789917,1631.1199951,48.1959,578.4970093,1,3574.3898926,0,117.2870026,0,0,694.8640137,249.7510071,111.0559998,24340.0996094,42.843399,6.1318598,12.4994001,1.10432,55.9166985
"G46",154,"FOR","Aporrectodea trapezoides","Anecic","1M",1,NA,NA,NA,29,29,"G46_FOR_154","https://static.inaturalist.org/photos/167914998/medium.jpeg"," ","2021-11-08 13:29:54","filipe70",6,-6.21893501984,41.5625372128,"2021-11-08","13:29",12.9940004,679.6859741,1472.5,45.3283997,593.6740112,0.50765,4045.9299316,0,141.2330017,0.0041598,0.197059,695.6589966,245.7960052,100.7639999,2766.3200684,40.8376007,5.93016,13.9828997,1.43943,53.2168999
"G46",154,"FOR","Allolobophora chlorotica","Endogeic","1M+1I+1FI",3,NA,NA,NA,29,29,"G46_FOR_154","https://static.inaturalist.org/photos/167914998/medium.jpeg"," ","2021-11-08 13:29:54","filipe70",6,-6.21893501984,41.5625372128,"2021-11-08","13:29",12.9940004,679.6859741,1472.5,45.3283997,593.6740112,0.50765,4045.9299316,0,141.2330017,0.0041598,0.197059,695.6589966,245.7960052,100.7639999,2766.3200684,40.8376007,5.93016,13.9828997,1.43943,53.2168999
"G46",157,"CROP","Aporrectodea trapezoides","Anecic","1I",1,NA,NA,NA,30,30,"G46_CROP_157","https://static.inaturalist.org/photos/167914467/medium.jpeg"," ","2021-11-08 12:35:05","filipe70",9,-6.22106083009,41.57954582,"2021-11-08","12:35",12.5033998,697.2000122,1772.0400391,45.350399,589.6190186,0.997776,3996.2800293,0,121.2269974,0.0016123,46.3205986,772.0020142,248.9530029,91.6147003,2784.2199707,39.8135986,6.0397902,13.2762003,1.1917,66.7667999
"G46",157,"CROP","Aporrectodea rosea","Endogeic","1SM+1I",2,NA,NA,NA,30,30,"G46_CROP_157","https://static.inaturalist.org/photos/167914467/medium.jpeg"," ","2021-11-08 12:35:05","filipe70",9,-6.22106083009,41.57954582,"2021-11-08","12:35",12.5033998,697.2000122,1772.0400391,45.350399,589.6190186,0.997776,3996.2800293,0,121.2269974,0.0016123,46.3205986,772.0020142,248.9530029,91.6147003,2784.2199707,39.8135986,6.0397902,13.2762003,1.1917,66.7667999
"G46",157,"CROP","Allolobophora chlorotica","Endogeic","1SM",1,NA,4,"damaged",30,30,"G46_CROP_157","https://static.inaturalist.org/photos/167914467/medium.jpeg"," ","2021-11-08 12:35:05","filipe70",9,-6.22106083009,41.57954582,"2021-11-08","12:35",12.5033998,697.2000122,1772.0400391,45.350399,589.6190186,0.997776,3996.2800293,0,121.2269974,0.0016123,46.3205986,772.0020142,248.9530029,91.6147003,2784.2199707,39.8135986,6.0397902,13.2762003,1.1917,66.7667999
"G14",159,"URB","Octolasion cyaneum","Endogeic","3M+1FSM+3I",7,NA,NA,"immature specimens severely damaged",298,298,"G14_URB_159","https://static.inaturalist.org/photos/171955915/medium.jpeg"," ","2021-12-10 14:52:37","susanamendes",3,-8.68868486991,41.2275065801,"2021-12-10","14:52",15.4784002,1377.7299805,1717.3100586,52.1156998,362.29599,0.17597,0,0,106.3809967,0.0142327,3341.7399902,49.9970016,249.8769989,168.5370026,9548.7695313,92.7230988,6.1747799,36.9188995,1.5595,40.1262016
"G14",159,"URB","Aporrectodea trapezoides","Anecic","5M+12SM+16I+1FI",34,"plus 5 tail fragments",NA,NA,298,298,"G14_URB_159","https://static.inaturalist.org/photos/171955915/medium.jpeg"," ","2021-12-10 14:52:37","susanamendes",3,-8.68868486991,41.2275065801,"2021-12-10","14:52",15.4784002,1377.7299805,1717.3100586,52.1156998,362.29599,0.17597,0,0,106.3809967,0.0142327,3341.7399902,49.9970016,249.8769989,168.5370026,9548.7695313,92.7230988,6.1747799,36.9188995,1.5595,40.1262016
"G14",159,"URB","Allolobophora chlorotica","Endogeic","20M+1FM+2SM+13I",36,"plus 1 tail fragment",NA,NA,298,298,"G14_URB_159","https://static.inaturalist.org/photos/171955915/medium.jpeg"," ","2021-12-10 14:52:37","susanamendes",3,-8.68868486991,41.2275065801,"2021-12-10","14:52",15.4784002,1377.7299805,1717.3100586,52.1156998,362.29599,0.17597,0,0,106.3809967,0.0142327,3341.7399902,49.9970016,249.8769989,168.5370026,9548.7695313,92.7230988,6.1747799,36.9188995,1.5595,40.1262016
"G14",160,"PERM","Lumbricus friendi","Anecic","1I+4I",5,"plus one tail fragment",NA,NA,296,296,"G14_PERM_160","https://static.inaturalist.org/photos/171964117/medium.jpeg"," ","2021-12-10 16:44:14","susanamendes",3,-8.65035154019,41.2907736396,"2021-12-10","16:44",15.3373003,1469.1199951,1786.8900146,51.3283997,374.7600098,0.699114,1998.1400146,0,164.5130005,0.300886,266.0270081,73.1959,249.3430023,158.9120026,9676.8095703,96.2257996,5.2174201,37.4412994,2.64218,47.6743011
"G14",160,"PERM","Octolasion lacteum","Endogeic","10M+2FM+6SM+3I",21,"plus one tail fragment",NA,NA,296,296,"G14_PERM_160","https://static.inaturalist.org/photos/171964117/medium.jpeg"," ","2021-12-10 16:44:14","susanamendes",3,-8.65035154019,41.2907736396,"2021-12-10","16:44",15.3373003,1469.1199951,1786.8900146,51.3283997,374.7600098,0.699114,1998.1400146,0,164.5130005,0.300886,266.0270081,73.1959,249.3430023,158.9120026,9676.8095703,96.2257996,5.2174201,37.4412994,2.64218,47.6743011
"G14",160,"PERM","Allolobophora chlorotica","Endogeic","1M",1,NA,NA,NA,296,296,"G14_PERM_160","https://static.inaturalist.org/photos/171964117/medium.jpeg"," ","2021-12-10 16:44:14","susanamendes",3,-8.65035154019,41.2907736396,"2021-12-10","16:44",15.3373003,1469.1199951,1786.8900146,51.3283997,374.7600098,0.699114,1998.1400146,0,164.5130005,0.300886,266.0270081,73.1959,249.3430023,158.9120026,9676.8095703,96.2257996,5.2174201,37.4412994,2.64218,47.6743011
"G14",160,"PERM","Dendrodrilus rubidus tenuis","Epigeic","1M",1,NA,28,NA,296,296,"G14_PERM_160","https://static.inaturalist.org/photos/171964117/medium.jpeg"," ","2021-12-10 16:44:14","susanamendes",3,-8.65035154019,41.2907736396,"2021-12-10","16:44",15.3373003,1469.1199951,1786.8900146,51.3283997,374.7600098,0.699114,1998.1400146,0,164.5130005,0.300886,266.0270081,73.1959,249.3430023,158.9120026,9676.8095703,96.2257996,5.2174201,37.4412994,2.64218,47.6743011
"G29",163,"PAST","Aporrectodea trapezoides","Anecic","1M+1FI",2,NA,NA,NA,290,290,"G29_PAST_163","https://inaturalist-open-data.s3.amazonaws.com/photos/169852370/medium.jpeg"," ","2021-11-22 10:02:41","srcosta",9,-7.59336230363,41.4318249092,"2021-11-22","10:02",11.4390001,1329.8599854,1546.5899658,51.5157013,504.8989868,0.017849,3791.2099609,0.0907539,150.970993,0,28.5125999,838.8579712,248.1029968,160.0839996,3611.8400879,58.9934006,4.9847999,25.7325993,1.47491,35.0051003
"G29",163,"PAST","Dendrobaena attemsi","Epigeic","2I",2,NA,4,NA,290,290,"G29_PAST_163","https://inaturalist-open-data.s3.amazonaws.com/photos/169852370/medium.jpeg"," ","2021-11-22 10:02:41","srcosta",9,-7.59336230363,41.4318249092,"2021-11-22","10:02",11.4390001,1329.8599854,1546.5899658,51.5157013,504.8989868,0.017849,3791.2099609,0.0907539,150.970993,0,28.5125999,838.8579712,248.1029968,160.0839996,3611.8400879,58.9934006,4.9847999,25.7325993,1.47491,35.0051003
"G29",165,"CROP","Allolobophora chlorotica","Endogeic","2M",2,NA,NA,NA,291,291,"G29_CROP_165","https://inaturalist-open-data.s3.amazonaws.com/photos/169859157/medium.jpeg"," ","2021-11-22 12:10:05","srcosta",8,-7.48722628706,41.3257732571,"2021-11-22","12:10",11.9277,1014.9699707,1423.8499756,50.6198006,516.6589966,0.714003,2278.2299805,0.232502,147.9920044,0,114.4869995,769.9039917,249.1349945,125.0009995,1510.2299805,63.6076012,4.9683299,19.3799,1.16642,40.9225998
"G29",165,"CROP","Dendrodrilus rubidus subrubicundus","Epigeic","1M",1,NA,NA,NA,291,291,"G29_CROP_165","https://inaturalist-open-data.s3.amazonaws.com/photos/169859157/medium.jpeg"," ","2021-11-22 12:10:05","srcosta",8,-7.48722628706,41.3257732571,"2021-11-22","12:10",11.9277,1014.9699707,1423.8499756,50.6198006,516.6589966,0.714003,2278.2299805,0.232502,147.9920044,0,114.4869995,769.9039917,249.1349945,125.0009995,1510.2299805,63.6076012,4.9683299,19.3799,1.16642,40.9225998
"G29",165,"CROP","Dendrodrilus rubidus tenuis","Epigeic","2M",2,NA,11,"soft specimens, tubercula are not very visible",291,291,"G29_CROP_165","https://inaturalist-open-data.s3.amazonaws.com/photos/169859157/medium.jpeg"," ","2021-11-22 12:10:05","srcosta",8,-7.48722628706,41.3257732571,"2021-11-22","12:10",11.9277,1014.9699707,1423.8499756,50.6198006,516.6589966,0.714003,2278.2299805,0.232502,147.9920044,0,114.4869995,769.9039917,249.1349945,125.0009995,1510.2299805,63.6076012,4.9683299,19.3799,1.16642,40.9225998
"G29",167,"URB","Dendrobaena attemsi","Epigeic","1I+1FI",2,NA,2,NA,73,73,"G29_URB_167","https://inaturalist-open-data.s3.amazonaws.com/photos/169869750/medium.jpeg"," ","2021-11-22 14:35:02","srcosta",8,-7.65616195311,41.3429391431,"2021-11-22","14:35",11.7439003,1320.9899902,1389.3699951,52.8872986,501.7739868,0.358687,3684.3898926,0.543961,168.4949951,0,28.2724991,763.427002,248.3240051,149.3670044,7170.2597656,74.1668015,5.0071201,18.1674995,1.53251,30.6961002
"G51",169,"PAST","Aporrectodea trapezoides","Anecic","1I",1,NA,1,"pale (A. caliginosa?)",163,163,"G51_PAST_169","https://static.inaturalist.org/photos/170296678/medium.jpeg"," ","2021-11-26 10:43:11","carolina_duarte",8,-7.76411208031,41.7141420797,"2021-11-26","10:43",10.4497004,1489.5999756,1571.7099609,52.3872986,478.7780151,0.621151,7395.8300781,0.257467,166.2120056,0,3.3501599,983.6079712,248.5549927,119.2149963,3438.7700195,94.3532028,5.1837702,23.9076004,1.94875,28.4321995
"G51",172,"PERM","Satchellius madeirensis","Epi-Endogeic","2M+1I",3,"plus one fragment",3,"one mature specimen damaged",161,161,"G51_PERM_172","https://static.inaturalist.org/photos/170306071/medium.jpeg"," ","2021-11-26 13:37:31","carolina_duarte",13,-7.78113775031,41.7842505302,"2021-11-26","13:37",10.8783998,1455.5400391,1644.0799561,52.5872993,477.1080017,0.513899,2278.2299805,0,159.5500031,0,13.8936005,898.0079956,249.2870026,127.8000031,1405.2600098,90.7748032,5.2639499,25.5622997,2.09798,28.4529991
"G3",179,"CROP","Aporrectodea oliveirae","Epigeic","2M",2,NA,2,NA,391,391,"G3_CROP_179","https://inaturalist-open-data.s3.amazonaws.com/photos/170739131/medium.jpeg"," ","2021-11-29 14:26:37","srcosta",9,-7.63027838454,40.855282028,"2021-11-29","14:26",11.7213001,1057.8699951,1404.6099854,53.2873001,513.2750244,0.621593,5721.8100586,0,161.4669952,0.378407,98.3134995,841.8319702,249.8309937,150.7839966,10967.5,74.8216019,5.14257,18.1086006,1.38415,23.9496002
"G44",335,"PERM","Aporrectodea trapezoides","Anecic","1M+1SM",2,NA,2,NA,39,39,"G44_PERM_335","https://static.inaturalist.org/photos/168055327/medium.jpeg"," ","2021-11-09 09:54:26","filipe70",0,-6.60916497229,41.5673099725,"2021-11-09","09:54",13.2247,848.0709839,1685.2600098,48.7000008,582.0469971,0.997133,631.867981,0.0028672,121.3199997,0,18.0228004,620.9180298,248.8190002,184.8529968,19709.0996094,42.5192986,5.9983401,16.5897007,1.35527,56.0577011
"G44",336,"FOR","Octolasion cyaneum","Endogeic","1I",1,"plus 1 tail with signs of tubercula",1,NA,38,38,"G44_FOR_336","https://static.inaturalist.org/photos/168059909/medium.jpeg"," ","2021-11-09 10:38:15","filipe70",6,-6.6835211277,41.5633394252,"2021-11-09","10:38",13.8705997,744.7730103,1428.9499512,48.7873001,590.0640259,0.391241,5210.5200195,0,137.7129974,0,0.0001521,493.2489929,241.279007,78.1791992,16592.6992188,41.1486015,5.9827199,8.8281498,1.36887,48.7605019
"G44",337,"CROP","Allolobophora chlorotica","Endogeic","1I",1,NA,1,NA,40,40,"G44_CROP_337","https://static.inaturalist.org/photos/168060100/medium.jpeg"," ","2021-11-09 11:22:45","filipe70",3,-6.62703658957,41.5177565201,"2021-11-09","11:22",13.4698,746.4979858,1817.4399414,48.5588989,585.8430176,1,5398.6801758,0,114.7630005,0,43.7235985,577.3389893,249.4279938,159.8970032,14249.5,40.7514,6.1619802,16.0109005,1.19548,48.0385017
"G32",339,"PAST","Aporrectodea trapezoides","Anecic","2M+2I",4,"plus 3 tail fragments and 1 fragment",NA,NA,47,47,"G32_PAST_339","https://static.inaturalist.org/photos/168073818/medium.jpeg"," ","2021-11-09 14:11:58","filipe70",3,-6.73661987031,41.3321316097,"2021-11-09","14:11",12.9022999,894.3469849,1780.4300537,48.5,579.8900146,0.957891,1263.7399902,0,125.5370026,0,2.0097301,658.6420288,248.8110046,146.0919952,7708.75,39.8036003,6.1396098,24.1676006,2.0043199,53.8773003
"G32",339,"PAST","Aporrectodea molleri","Endogeic","11I",11,"plus one tail fragment",NA,NA,47,47,"G32_PAST_339","https://static.inaturalist.org/photos/168073818/medium.jpeg"," ","2021-11-09 14:11:58","filipe70",3,-6.73661987031,41.3321316097,"2021-11-09","14:11",12.9022999,894.3469849,1780.4300537,48.5,579.8900146,0.957891,1263.7399902,0,125.5370026,0,2.0097301,658.6420288,248.8110046,146.0919952,7708.75,39.8036003,6.1396098,24.1676006,2.0043199,53.8773003
"G32",339,"PAST","Octolasion sp.",NA,"6I",6,NA,NA,NA,47,47,"G32_PAST_339","https://static.inaturalist.org/photos/168073818/medium.jpeg"," ","2021-11-09 14:11:58","filipe70",3,-6.73661987031,41.3321316097,"2021-11-09","14:11",12.9022999,894.3469849,1780.4300537,48.5,579.8900146,0.957891,1263.7399902,0,125.5370026,0,2.0097301,658.6420288,248.8110046,146.0919952,7708.75,39.8036003,6.1396098,24.1676006,2.0043199,53.8773003
"G32",339,"PAST","Aporrectodea oliveirae","Epigeic","7I",7,NA,NA,NA,47,47,"G32_PAST_339","https://static.inaturalist.org/photos/168073818/medium.jpeg"," ","2021-11-09 14:11:58","filipe70",3,-6.73661987031,41.3321316097,"2021-11-09","14:11",12.9022999,894.3469849,1780.4300537,48.5,579.8900146,0.957891,1263.7399902,0,125.5370026,0,2.0097301,658.6420288,248.8110046,146.0919952,7708.75,39.8036003,6.1396098,24.1676006,2.0043199,53.8773003
"G32",339,"PAST","Microscolex dubius","Epi-Endogeic","8I+2FI",10,"plus 4 tail fragments",50,NA,47,47,"G32_PAST_339","https://static.inaturalist.org/photos/168073818/medium.jpeg"," ","2021-11-09 14:11:58","filipe70",3,-6.73661987031,41.3321316097,"2021-11-09","14:11",12.9022999,894.3469849,1780.4300537,48.5,579.8900146,0.957891,1263.7399902,0,125.5370026,0,2.0097301,658.6420288,248.8110046,146.0919952,7708.75,39.8036003,6.1396098,24.1676006,2.0043199,53.8773003
"G32",340,"PERM","Aporrectodea trapezoides","Anecic","1SM+1I+1FI",3,NA,3,NA,131,131,"G32_PERM_340","https://static.inaturalist.org/photos/168082747/medium.jpeg"," ","2021-11-09 15:36:21","filipe70",3,-6.87874502037,41.3268398998,"2021-11-09","15:36",13.7890997,718.8969727,1640.6899414,48.5999985,584.6459961,1,7064.5,0,120.5920029,0,1.17645,491.8529968,248.897995,121.8860016,11951.5996094,40.9966011,6.0582099,12.7254,0.703936,45.2066994
"G32",343,"CROP","Aporrectodea rosea","Endogeic","3I",3,NA,3,NA,132,132,"G32_CROP_343","https://static.inaturalist.org/photos/168200839/medium.jpeg"," ","2021-11-10 09:59:09","filipe70",5,-6.76461984043,41.3743576998,"2021-11-10","09:59",12.7006998,867.8209839,1726.3699951,48.7000008,576.9899902,1,5435.5297852,0,120.4169998,0,136.576004,697.9869995,249.5149994,160.4539948,7620.1801758,40.7285004,6.1743202,12.5143003,1.1501499,36.2762985
"G32",344,"URB","Aporrectodea trapezoides","Anecic","1M+1I",2,"plus 2 fragments?",NA,NA,130,130,"G32_URB_344","https://static.inaturalist.org/photos/168423348/medium.jpeg"," ","2021-11-10 11:08:51","filipe70",3,-6.87427282043,41.4103786496,"2021-11-10","11:08",13.4802999,794.4169922,1549.8499756,48.7000008,581.940979,0.557621,8594.3300781,0.0080641,144.9320068,0.10943,33.7411003,536.2180176,247.6670074,133.625,14619,43.1841011,5.8524199,16.9111996,1.57163,53.8801003
"G32",344,"URB","Aporrectodea rosea","Endogeic","1SM+1I",2,"plus one tail fragment",NA,NA,130,130,"G32_URB_344","https://static.inaturalist.org/photos/168423348/medium.jpeg"," ","2021-11-10 11:08:51","filipe70",3,-6.87427282043,41.4103786496,"2021-11-10","11:08",13.4802999,794.4169922,1549.8499756,48.7000008,581.940979,0.557621,8594.3300781,0.0080641,144.9320068,0.10943,33.7411003,536.2180176,247.6670074,133.625,14619,43.1841011,5.8524199,16.9111996,1.57163,53.8801003
"G32",344,"URB","Allolobophora chlorotica","Endogeic","1FM+6SM+1I",8,NA,NA,NA,130,130,"G32_URB_344","https://static.inaturalist.org/photos/168423348/medium.jpeg"," ","2021-11-10 11:08:51","filipe70",3,-6.87427282043,41.4103786496,"2021-11-10","11:08",13.4802999,794.4169922,1549.8499756,48.7000008,581.940979,0.557621,8594.3300781,0.0080641,144.9320068,0.10943,33.7411003,536.2180176,247.6670074,133.625,14619,43.1841011,5.8524199,16.9111996,1.57163,53.8801003
"G32",344,"URB","Octolasion sp.",NA,"1I",1,NA,13,NA,130,130,"G32_URB_344","https://static.inaturalist.org/photos/168423348/medium.jpeg"," ","2021-11-10 11:08:51","filipe70",3,-6.87427282043,41.4103786496,"2021-11-10","11:08",13.4802999,794.4169922,1549.8499756,48.7000008,581.940979,0.557621,8594.3300781,0.0080641,144.9320068,0.10943,33.7411003,536.2180176,247.6670074,133.625,14619,43.1841011,5.8524199,16.9111996,1.57163,53.8801003
"G7",453,"PERM","Aporrectodea trapezoides","Anecic","4M+1SM+2I",7,NA,NA,NA,333,333,"G7_PERM_453","https://static.inaturalist.org/photos/172568446/medium.jpeg"," ","2021-12-16 14:05:02","susanamendes",3,-8.25057065991,41.0789880704,"2021-12-16","14:05",15.0759001,1384.9499512,1572.3399658,51.8325005,453.6010132,0.833338,631.867981,0,151.5090027,0,694.7949829,99.7941971,246.6629944,136.2350006,855.5750122,68.2455978,5.7684898,27.6966,2.23471,45.8423004
"G7",454,"URB","Aporrectodea trapezoides","Anecic","3M+1FM+5I",9,"plus one fragment with clitellum",NA,NA,334,334,"G7_URB_454","https://static.inaturalist.org/photos/172573907/medium.jpeg"," ","2021-12-16 15:22:56","susanamendes",3,-8.26971822002,41.0423994399,"2021-12-16","15:22",14.4726,1485.0100098,1555.3100586,51.9411011,452.6080017,0.602267,631.867981,0,152.8990021,0.0911075,669.4030151,227.6179962,246.6710052,145.8509979,2538.0100098,59.2695007,5.0704098,24.9929008,1.77017,40.9950981
"G7",454,"URB","Allolobophora chlorotica","Endogeic","5M+3FM+2SM",10,NA,10,NA,334,334,"G7_URB_454","https://static.inaturalist.org/photos/172573907/medium.jpeg"," ","2021-12-16 15:22:56","susanamendes",3,-8.26971822002,41.0423994399,"2021-12-16","15:22",14.4726,1485.0100098,1555.3100586,51.9411011,452.6080017,0.602267,631.867981,0,152.8990021,0.0911075,669.4030151,227.6179962,246.6710052,145.8509979,2538.0100098,59.2695007,5.0704098,24.9929008,1.77017,40.9950981
"G7",456,"PAST","Aporrectodea trapezoides","Anecic","1M",1,NA,NA,NA,336,336,"G7_PAST_456","https://static.inaturalist.org/photos/172646488/medium.jpeg"," ","2021-12-16 16:42:45","susanamendes",3,-8.27249523027,40.9770554402,"2021-12-16","16:42",13.6183004,1673.6800537,1241.1800537,52.2324982,455.0029907,0,5094.2797852,0,175.9329987,1,32.032299,391.4790039,241.352005,139.9499969,9518.5097656,86.3452988,4.9120698,5.4498901,1.9898601,37.2556
"G7",456,"PAST","Aporrectodea rosea","Endogeic","1SM",1,NA,NA,NA,336,336,"G7_PAST_456","https://static.inaturalist.org/photos/172646488/medium.jpeg"," ","2021-12-16 16:42:45","susanamendes",3,-8.27249523027,40.9770554402,"2021-12-16","16:42",13.6183004,1673.6800537,1241.1800537,52.2324982,455.0029907,0,5094.2797852,0,175.9329987,1,32.032299,391.4790039,241.352005,139.9499969,9518.5097656,86.3452988,4.9120698,5.4498901,1.9898601,37.2556
"G7",456,"PAST","Microscolex dubius","Epi-Endogeic","1SM",1,NA,NA,NA,336,336,"G7_PAST_456","https://static.inaturalist.org/photos/172646488/medium.jpeg"," ","2021-12-16 16:42:45","susanamendes",3,-8.27249523027,40.9770554402,"2021-12-16","16:42",13.6183004,1673.6800537,1241.1800537,52.2324982,455.0029907,0,5094.2797852,0,175.9329987,1,32.032299,391.4790039,241.352005,139.9499969,9518.5097656,86.3452988,4.9120698,5.4498901,1.9898601,37.2556
"G0",457,"PAST","Allolobophora chlorotica","Endogeic","3M",3,NA,NA,NA,372,372,"G0_PAST_457","https://static.inaturalist.org/photos/172671973/medium.jpeg"," ","2021-12-17 17:16:39","susanamendes",3,-8.58988594978,40.9197602603,"2021-12-17","17:16",15.3373003,1585.8800049,1617.6500244,52.1283989,393.9949951,0.111368,0,0.0015345,155.7920074,0.517902,644.5809937,100.6579971,249.5720062,164.8910065,18438,88.0616989,5.5464501,29.3654003,2.1370399,41.3125992
