"ID","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Longitude","Latitude"
3093,95,75,34,4944,214,-1,215,41,58,159,33,636,60,42,9,171,138,168,156,-1.108934,52.599387
3094,95,75,34,4944,214,-1,215,41,58,159,33,636,60,42,9,171,138,168,156,-1.132445,52.646175
3095,95,75,34,4944,214,-1,215,41,58,159,33,636,60,42,9,171,138,168,156,-1.102028,52.623024
3096,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3097,87,69,35,4556,191,-1,192,62,107,146,29,1117,122,67,22,357,211,258,298,-2.766934,53.855123
3098,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3099,90,71,36,4590,198,1,197,41,56,150,32,689,66,44,11,192,144,174,171,-2.494167,52.630472
3100,82,64,31,4943,196,-5,201,31,134,148,23,1277,150,76,22,424,236,253,391,-3.227692,51.699072
3101,93,53,31,4255,186,16,170,73,107,150,43,927,106,55,25,312,166,189,265,-4.977259,51.996149
3102,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3103,90,71,36,4590,198,1,197,41,56,150,32,689,66,44,11,192,144,174,171,-2.494167,52.630472
3104,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765068,51.465621
3105,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.657499,51.663653
3106,88,69,34,4633,195,-3,198,38,54,148,29,691,67,44,12,193,141,175,170,-2.546392,52.671596
3107,95,65,32,4844,206,7,199,44,117,159,36,1101,124,68,21,356,208,229,323,-3.239457,51.546988
3108,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.656027,51.664536
3109,87,69,35,4556,191,-1,192,62,107,146,29,1117,122,67,22,357,211,258,298,-2.768421,53.853316
3110,82,70,35,4683,193,-4,197,33,129,144,25,1146,129,74,17,360,232,248,336,-1.915637,53.260317
3111,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3112,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3113,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3114,95,65,32,4844,206,7,199,44,117,159,36,1101,124,68,21,356,208,229,323,-3.239457,51.546988
3115,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.657499,51.663653
3116,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3117,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.657499,51.663653
3118,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3119,104,79,37,4857,224,11,213,77,65,168,44,641,64,40,14,189,135,151,161,0.115209,51.395983
3120,93,53,31,4255,186,16,170,73,107,150,43,927,106,55,25,312,166,189,265,-4.977259,51.996149
3121,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3122,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3123,93,53,31,4255,186,16,170,73,107,150,43,927,106,55,25,312,166,189,265,-4.977259,51.996149
3124,91,75,37,4562,202,2,200,44,54,150,34,705,70,48,11,197,153,180,181,-1.930037,52.466969
3125,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3126,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3127,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3128,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3129,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3130,87,69,35,4556,191,-1,192,62,107,146,29,1117,122,67,22,357,211,258,298,-2.766934,53.855123
3131,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3132,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.656054,51.663637
3133,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.657499,51.663653
3134,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765068,51.465621
3135,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.657499,51.663653
3136,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.656054,51.663637
3137,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3138,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.657499,51.663653
3139,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.656054,51.663637
3140,82,70,35,4683,193,-4,197,33,129,144,25,1146,129,74,17,360,232,248,336,-1.912334,53.263191
3141,90,75,36,4660,203,-5,208,41,54,150,32,677,68,41,14,195,139,171,170,-1.70573,51.987123
3142,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.656027,51.664536
3143,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3144,99,78,34,5178,224,-1,225,68,61,166,33,663,64,40,12,188,141,159,165,-0.657499,51.663653
3145,103,80,35,5042,229,5,224,73,66,169,40,632,61,38,13,182,132,150,157,-0.416482,51.443041
3146,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3147,82,70,35,4683,193,-4,197,33,129,144,25,1146,129,74,17,360,232,248,336,-1.915637,53.260317
3148,87,69,35,4556,191,-1,192,62,107,146,29,1117,122,67,22,357,211,258,298,-2.766934,53.855123
3149,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3150,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3151,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3152,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3153,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3154,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3155,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765068,51.465621
3156,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3157,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3158,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3159,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3160,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3161,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3162,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3163,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3164,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.767901,51.462905
3165,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765008,51.462024
3166,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3167,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3168,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.765068,51.465621
3169,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.828982,51.457543
3170,99,79,37,4809,219,7,212,73,61,163,40,686,70,44,15,207,148,154,180,0.088776,51.194113
3171,98,67,32,4867,207,2,205,72,61,160,36,623,63,41,13,178,131,161,155,1.133144,52.564876
3172,97,73,33,4981,215,-1,216,162,62,162,34,577,57,36,10,155,127,155,133,-0.418751,52.740529
3173,100,76,36,4803,216,8,208,74,118,162,41,696,78,44,21,223,141,146,189,0.391288,51.010243
3174,94,73,33,5017,213,-3,216,160,58,160,31,610,59,39,9,163,135,163,144,-0.520449,52.799379
3175,96,69,33,4790,208,3,205,45,60,158,35,632,63,41,12,179,134,163,157,0.028831,53.380143
3176,97,73,33,4981,215,-1,216,162,62,162,34,577,57,36,10,155,127,155,133,-0.399174,52.7088
3177,95,76,35,4770,212,0,212,45,115,157,35,735,80,45,18,231,153,159,206,-1.821354,51.305234
3178,98,75,35,4883,215,2,213,71,61,161,37,578,56,35,12,165,120,147,140,0.446881,51.737562
3179,96,78,38,4543,212,7,205,50,141,156,41,793,91,46,21,259,156,159,236,-1.975066,50.894429
3180,90,70,35,4558,198,3,195,42,55,150,34,734,74,50,13,215,156,172,195,-2.520288,52.215915
3181,94,73,33,5017,213,-3,216,160,58,160,31,610,59,39,9,163,135,163,144,-0.657708,52.821688
3182,93,72,36,4555,202,4,198,45,57,152,36,676,65,44,11,187,143,173,169,-2.200577,52.400293
3183,96,75,34,4912,214,-1,215,68,59,159,34,623,59,39,10,167,132,164,150,-0.922152,52.207648
3184,95,72,35,4739,209,5,204,155,59,156,36,593,60,38,11,162,126,161,140,-0.408049,53.276196
3185,101,74,36,4786,215,10,205,76,119,163,42,712,81,45,23,235,140,144,196,0.540417,50.999899
3186,93,75,35,4896,211,-3,214,40,56,156,31,648,61,42,10,175,139,170,159,-1.026717,52.445007
3187,100,78,36,4823,218,7,211,73,61,163,40,674,71,42,17,207,143,150,177,0.297637,51.191995
3188,102,72,35,4789,215,12,203,77,119,164,43,678,76,44,20,217,138,144,181,0.800964,51.160336
3189,106,80,37,4824,227,12,215,78,68,169,46,636,62,40,13,184,134,151,160,-0.257182,51.356251
3190,99,67,33,4755,207,5,202,78,59,159,40,575,60,37,16,169,114,151,140,1.254015,52.08314
3191,94,70,33,4827,207,0,207,43,58,156,33,629,62,41,12,177,135,162,156,0.105259,53.283521
3192,96,69,33,4790,208,3,205,45,60,158,35,632,63,41,12,179,134,163,157,0.052187,53.396825
3193,95,76,35,4770,212,0,212,45,115,157,35,735,80,45,18,231,153,159,206,-1.763122,51.191833
3194,97,73,33,4981,215,-1,216,162,62,162,34,577,57,36,10,155,127,155,133,-0.42753,52.784699
3195,98,72,35,4835,212,7,205,72,115,160,38,674,72,43,17,208,142,151,175,0.780674,51.179708
3196,94,73,34,4962,213,-1,214,159,58,159,32,607,59,39,10,162,133,162,144,-0.502499,52.97626
3197,99,70,34,4806,211,9,202,74,60,161,40,664,73,42,18,207,140,148,171,0.942998,51.301657
3198,94,72,36,4659,206,6,200,153,58,155,36,607,60,39,11,165,129,162,145,-0.547851,53.399338
3199,97,75,34,4964,216,-1,217,136,60,161,34,600,56,37,10,160,129,159,142,-0.596468,52.325602
3200,100,76,36,4803,216,8,208,74,118,162,41,696,78,44,21,223,141,146,189,0.448299,51.009961
3201,91,71,36,4580,200,6,194,44,137,152,35,889,91,60,14,265,188,203,244,-1.807937,53.792709
3202,102,77,36,4844,220,9,211,75,64,165,42,632,64,39,15,188,133,148,160,0.217623,51.373405
3203,88,81,32,6210,225,-23,248,167,15,167,8,620,73,38,20,202,125,202,132,10.535814,52.265441
3204,55,82,28,7245,214,-78,292,139,-4,151,-35,656,78,31,27,221,107,204,136,14.498872,59.312739
3205,56,71,24,7534,209,-77,286,142,-7,154,-39,558,71,27,31,199,87,188,115,17.620517,59.867955
3206,88,79,31,6233,226,-23,249,167,47,167,8,701,68,44,13,200,143,200,167,8.227386,50.416176
3207,83,77,31,6168,219,-26,245,162,35,162,4,750,80,44,18,228,142,228,177,10.109096,53.697292
3208,78,83,32,6356,220,-37,257,159,4,159,-3,622,79,33,25,213,120,213,122,11.476287,50.736019
3209,99,76,33,5608,223,-2,225,170,57,170,27,819,80,54,12,237,175,237,190,6.144308,50.864063
3210,104,85,32,6420,250,-11,261,185,34,185,21,778,99,44,26,264,144,264,144,7.691331,48.095165
3211,70,66,26,6607,202,-45,247,79,15,156,-12,815,91,46,24,260,140,217,195,12.043848,57.881073
3212,80,85,32,6635,224,-40,264,164,6,164,-7,728,89,45,24,249,141,249,150,10.390591,49.114891
3213,73,66,25,6672,215,-40,255,153,15,161,-9,504,59,25,24,166,85,153,109,16.580133,57.655239
3214,47,47,28,4406,139,-27,166,26,60,105,-5,1620,204,73,31,569,249,295,493,6.81179,62.473855
3215,24,56,29,4984,131,-62,193,-3,43,90,-35,1339,166,63,29,452,209,268,407,7.220101,62.291874
3216,71,51,21,6752,199,-41,240,124,12,160,-11,729,88,37,26,245,134,204,143,10.410118,59.266256
3217,71,51,21,6752,199,-41,240,124,12,160,-11,729,88,37,26,245,134,204,143,10.410118,59.266256
3218,71,51,21,6752,199,-41,240,124,12,160,-11,729,88,37,26,245,134,204,143,10.410118,59.266256
3219,60,65,23,7369,207,-66,273,112,1,157,-33,766,90,38,27,259,129,232,146,10.698459,59.778502
3220,60,65,23,7369,207,-66,273,112,1,157,-33,766,90,38,27,259,129,232,146,10.698459,59.778502
3221,97,74,34,4945,216,2,214,162,61,162,35,613,58,41,8,163,135,163,148,-0.911299,52.947445
3222,85,59,33,4376,182,4,178,41,129,143,32,1428,177,81,26,489,254,280,439,-3.9644,52.0492
3223,95,59,32,4541,195,12,183,49,141,155,39,1283,153,75,26,437,230,254,390,-3.8985,51.8027
3224,101,56,32,4353,195,20,175,80,119,158,48,1094,125,64,25,368,197,223,318,-4.2931,51.7677
3225,95,56,32,4229,186,16,170,75,111,150,44,1143,132,68,25,384,208,233,333,-4.1682,51.8817
3226,92,72,36,4585,201,4,197,44,56,152,35,735,71,49,11,205,157,187,186,-2.023669,52.764099
3227,92,72,36,4585,201,4,197,44,56,152,35,735,71,49,11,205,157,187,186,-2.023669,52.764099
3228,96,75,35,4834,213,1,212,45,60,158,35,687,69,43,13,199,145,165,176,-1.036034,51.540588
3229,93,73,36,4602,203,4,199,44,56,152,35,743,73,51,11,210,162,187,192,-1.979235,52.710162
3230,90,70,35,4575,197,2,195,42,55,150,33,765,73,49,12,214,159,195,190,-2.210597,52.958534
3231,97,81,36,4978,222,0,222,69,60,163,35,681,67,42,13,198,147,157,172,-0.471021,51.317872
3232,96,70,35,4723,206,10,196,47,116,159,39,987,103,66,15,296,207,233,266,-2.054906,53.438714
3233,93,73,36,4602,203,4,199,44,56,152,35,743,73,51,11,210,162,187,192,-1.931147,52.699806
3234,92,72,36,4585,201,4,197,44,56,152,35,735,71,49,11,205,157,187,186,-2.023669,52.764099
3235,90,70,35,4575,197,2,195,42,55,150,33,765,73,49,12,214,159,195,190,-2.210597,52.958534
3236,96,75,35,4834,213,1,212,45,60,158,35,687,69,43,13,199,145,165,176,-1.036034,51.540588
3237,96,75,35,4834,213,1,212,45,60,158,35,687,69,43,13,199,145,165,176,-1.036034,51.540588
3238,95,75,34,4944,214,-1,215,41,58,159,33,636,60,42,9,171,138,168,156,-1.108898,52.601185
3239,94,72,34,4839,207,-2,209,102,58,156,33,556,55,32,13,156,113,149,128,0.784752,52.148632
3240,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3241,90,70,35,4575,197,2,195,42,55,150,33,765,73,49,12,214,159,195,190,-2.210597,52.958534
3242,90,70,35,4575,197,2,195,42,55,150,33,765,73,49,12,214,159,195,190,-2.210597,52.958534
3243,103,80,35,5042,229,5,224,73,66,169,40,632,61,38,13,182,132,150,157,-0.354298,51.41161
3244,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239792,52.313914
3245,89,70,35,4605,197,0,197,40,55,149,32,698,67,44,12,194,143,179,171,-2.3714,52.762305
3246,92,72,36,4585,201,4,197,44,56,152,35,735,71,49,11,205,157,187,186,-2.023669,52.764099
3247,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3248,89,70,35,4605,197,0,197,40,55,149,32,698,67,44,12,194,143,179,171,-2.3714,52.762305
3249,96,75,35,4834,213,1,212,45,60,158,35,687,69,43,13,199,145,165,176,-1.036034,51.540588
3250,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3251,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3252,103,80,35,5042,229,5,224,73,66,169,40,632,61,38,13,182,132,150,157,-0.354298,51.41161
3253,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3254,92,72,36,4585,201,4,197,44,56,152,35,735,71,49,11,205,157,187,186,-2.023669,52.764099
3255,95,71,35,4629,208,8,200,47,114,156,39,846,91,54,17,261,177,190,237,-2.587959,51.467857
3256,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239783,52.312116
3257,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239788,52.313015
3258,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239792,52.313914
3259,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3260,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3261,93,73,36,4602,203,4,199,44,56,152,35,743,73,51,11,210,162,187,192,-1.979235,52.710162
3262,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3263,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239788,52.313015
3264,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3265,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3266,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239788,52.313015
3267,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239788,52.313015
3268,94,72,34,4839,207,-2,209,102,58,156,33,556,55,32,13,156,113,149,128,0.784752,52.148632
3269,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3270,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3271,96,70,35,4723,206,10,196,47,116,159,39,987,103,66,15,296,207,233,266,-2.054906,53.438714
3272,95,71,35,4629,208,8,200,47,114,156,39,846,91,54,17,261,177,190,237,-2.587959,51.467857
3273,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3274,96,75,35,4834,213,1,212,45,60,158,35,687,69,43,13,199,145,165,176,-1.036034,51.540588
3275,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239792,52.313914
3276,96,75,35,4834,213,1,212,45,60,158,35,687,69,43,13,199,145,165,176,-1.036034,51.540588
3277,89,70,35,4605,197,0,197,40,55,149,32,698,67,44,12,194,143,179,171,-2.3714,52.762305
3278,97,81,36,4978,222,0,222,69,60,163,35,681,67,42,13,198,147,157,172,-0.471021,51.317872
3279,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3280,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239792,52.313914
3281,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3282,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3283,89,70,35,4605,197,0,197,40,55,149,32,698,67,44,12,194,143,179,171,-2.3714,52.762305
3284,103,80,35,5042,229,5,224,73,66,169,40,632,61,38,13,182,132,150,157,-0.354298,51.41161
3285,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239788,52.313015
3286,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3287,94,72,34,4839,207,-2,209,102,58,156,33,556,55,32,13,156,113,149,128,0.784752,52.148632
3288,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3289,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3290,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3291,94,72,34,4839,207,-2,209,102,58,156,33,556,55,32,13,156,113,149,128,0.784752,52.148632
3292,96,73,37,4512,205,8,197,48,60,154,40,655,64,42,12,181,138,168,164,-2.239792,52.313914
3293,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3294,89,66,34,4570,199,5,194,42,108,151,34,957,107,59,20,309,186,195,292,-3.064538,50.90846
3295,92,72,36,4585,201,4,197,44,56,152,35,735,71,49,11,205,157,187,186,-2.023669,52.764099
3296,93,73,36,4602,203,4,199,44,56,152,35,743,73,51,11,210,162,187,192,-1.931147,52.699806
3297,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3298,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3299,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3300,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3301,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3302,96,70,35,4635,208,10,198,48,116,158,40,886,95,55,18,275,180,198,248,-2.80817,51.460835
3303,50,71,22,8583,216,-98,314,146,-54,160,-60,598,78,25,34,217,86,210,98,26.694601,58.392184
3304,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.329351,53.486377
3305,89,70,35,4605,197,0,197,40,55,149,32,698,67,44,12,194,143,179,171,-2.333628,52.696659
3306,97,73,33,4981,215,-1,216,162,62,162,34,577,57,36,10,155,127,155,133,-0.445328,52.701322
3307,97,72,36,4472,206,11,195,51,61,156,42,720,74,48,13,210,152,171,191,-2.375007,51.997096
3308,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.223462,51.69089
3309,98,78,37,4785,216,7,209,73,145,161,40,707,78,45,21,225,144,148,193,0.325324,51.088022
3310,94,70,33,4868,205,-4,209,67,58,156,32,614,60,39,11,171,130,161,149,0.704352,52.575453
3311,86,71,36,4648,196,1,195,38,133,147,29,1078,117,71,17,335,218,238,308,-1.94017,53.674205
3312,92,69,35,4574,199,4,195,43,57,152,35,753,77,50,14,224,160,172,204,-2.731351,52.233676
3313,97,73,35,4830,213,5,208,160,61,160,37,588,57,38,9,159,127,159,138,-0.745159,53.03121
3314,86,72,36,4575,196,1,195,39,132,146,30,927,97,64,13,277,199,211,258,-1.606825,53.38325
3315,94,71,36,4549,204,9,195,47,139,154,38,837,90,54,16,257,177,184,235,-2.508322,51.807787
3316,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.243557,53.410532
3317,100,77,36,4797,217,6,211,49,148,163,40,835,94,50,22,274,162,166,244,-1.11805,50.874915
3318,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.329351,53.486377
3319,94,73,36,4538,206,7,199,47,58,154,39,743,78,49,14,220,157,176,199,-2.177155,51.687373
3320,102,77,36,4844,220,9,211,75,64,165,42,632,64,39,15,188,133,148,160,0.230293,51.427123
3321,94,75,37,4552,205,4,201,46,58,153,37,661,65,43,11,182,141,172,166,-1.994824,52.292582
3322,87,68,34,4611,195,-1,196,38,52,148,30,776,80,52,14,231,166,178,209,-2.723355,52.372177
3323,100,79,39,4450,214,12,202,55,142,158,46,800,92,43,23,266,150,153,240,-1.777963,50.781814
3324,102,77,37,4598,217,11,206,54,147,162,45,773,86,44,22,252,150,154,225,-1.618384,50.869529
3325,98,65,33,4748,205,11,194,109,58,159,39,653,76,42,19,207,134,161,163,1.267797,51.147316
3326,99,76,35,4913,217,2,215,72,62,162,37,580,54,34,11,158,123,150,137,-0.21914,52.111016
3327,88,70,35,4619,197,2,195,40,108,149,32,924,95,64,13,273,203,219,248,-2.012669,53.14839
3328,96,70,36,4436,201,10,191,50,60,153,40,693,69,47,12,199,151,172,177,-0.447811,53.996753
3329,86,71,36,4648,196,1,195,38,133,147,29,1078,117,71,17,335,218,238,308,-1.905149,53.765861
3330,86,72,36,4575,196,1,195,39,132,146,30,927,97,64,13,277,199,211,258,-1.552507,53.401935
3331,98,72,36,4502,208,13,195,52,62,157,43,736,77,49,14,219,154,172,198,-2.487832,51.790791
3332,97,72,36,4472,206,11,195,51,61,156,42,720,74,48,13,210,152,171,191,-2.462251,51.841244
3333,95,74,34,5001,214,-3,217,160,60,160,32,597,58,37,10,161,131,161,139,-0.611055,52.608981
3334,93,68,34,4619,201,6,195,44,140,153,35,860,93,55,18,268,176,184,246,-2.961564,52.045016
3335,86,72,37,4383,193,2,191,124,51,143,32,686,71,46,13,194,144,177,168,-1.556132,54.634163
3336,92,68,34,4674,202,6,196,43,140,154,35,932,103,58,19,295,186,195,271,-2.882278,51.943139
3337,91,71,36,4576,199,2,197,42,56,150,34,717,68,46,11,199,151,184,177,-2.324736,52.694885
3338,103,77,38,4513,216,14,202,57,146,162,48,791,88,44,23,260,150,152,233,-1.588054,50.763313
3339,94,71,36,4549,204,9,195,47,139,154,38,837,90,54,16,257,177,184,235,-2.50233,51.790729
3340,82,71,36,4551,190,-3,193,35,126,141,26,935,96,64,14,281,197,214,257,-1.69447,54.157376
3341,98,65,32,4716,204,6,198,76,59,158,39,610,64,39,15,179,124,159,149,1.356901,52.42203
3342,94,75,35,4847,211,-1,212,42,57,156,32,631,60,39,11,171,133,165,153,-1.152981,52.22841
3343,95,74,34,4979,214,-3,217,159,58,159,32,621,59,40,9,166,135,166,149,-0.68563,52.436315
3344,97,72,36,4472,206,11,195,51,61,156,42,720,74,48,13,210,152,171,191,-2.3952,51.974553
3345,94,71,36,4549,204,9,195,47,139,154,38,837,90,54,16,257,177,184,235,-2.555564,51.757223
3346,104,79,37,4857,224,11,213,77,65,168,44,641,64,40,14,189,135,151,161,0.162194,51.447284
3347,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.169376,53.491225
3348,91,71,34,4801,205,0,205,40,54,153,30,656,64,44,11,183,142,170,163,-0.243557,53.410532
3349,77,60,26,6182,201,-29,230,151,23,158,2,678,70,36,22,204,120,193,163,13.413518,55.680802
3350,99,76,33,5608,223,-2,225,170,57,170,27,819,80,54,12,237,175,237,190,6.156889,50.856415
3351,99,76,33,5608,223,-2,225,170,57,170,27,819,80,54,12,237,175,237,190,6.156889,50.856415
3352,68,68,26,6675,203,-50,253,76,12,155,-15,864,95,47,23,275,150,228,210,12.485307,57.894181
3353,82,61,26,6149,203,-23,226,155,28,162,7,572,62,31,20,178,103,169,127,12.935102,55.412143
