"ID","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","Longitude","Latitude"
12527,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12528,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12529,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12530,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12531,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12532,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12533,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12534,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12535,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12536,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12537,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12538,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12539,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12540,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12541,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12542,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12543,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12544,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12545,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12546,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12547,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12548,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12549,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12550,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12551,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12552,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12553,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12554,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12555,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12556,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12557,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12558,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12559,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12560,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12561,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12562,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12563,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12564,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12565,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12566,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12567,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12568,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12569,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12570,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12571,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12572,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12573,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12574,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12575,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12576,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12577,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12578,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12579,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12580,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12581,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12582,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12583,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12584,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12585,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12586,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12587,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12588,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12589,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12590,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12591,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12592,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12593,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12594,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12595,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12596,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12597,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12598,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12599,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12600,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12601,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12602,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12603,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12604,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12605,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12606,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12607,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12608,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12609,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12610,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12611,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12612,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12613,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12614,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12615,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12616,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12617,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12618,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12619,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12620,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12621,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12622,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12623,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12624,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12625,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12626,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12627,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12628,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12629,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12630,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12631,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12632,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12633,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12634,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12635,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12636,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12637,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12638,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12639,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12640,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12641,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12642,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12643,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12644,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12645,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12646,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12647,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12648,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12649,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12650,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12651,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87607,53.61943
12652,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12653,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12654,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12655,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12656,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12657,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12658,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12659,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12660,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12661,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12662,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12663,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12664,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12665,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12666,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12667,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12668,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12669,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12670,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12671,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12672,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12673,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12674,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12675,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12676,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12677,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12678,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12679,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12680,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12681,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12682,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12683,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12684,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12685,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12686,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12687,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12688,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12689,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12690,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12691,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12692,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12693,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12694,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12695,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12696,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12697,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87607,53.61943
12698,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12699,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12700,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12701,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12702,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12703,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12704,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12705,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12706,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12707,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12708,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12709,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12710,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12711,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12712,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12713,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87607,53.61943
12714,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12715,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12716,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12717,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12718,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12719,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12720,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12721,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12722,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12723,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12724,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12725,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12726,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12727,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12728,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12729,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12730,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12731,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12732,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12733,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12734,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12735,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12736,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12737,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12738,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12739,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12740,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12741,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12742,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12743,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12744,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12745,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12746,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12747,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12748,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12749,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12750,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12751,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12752,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12753,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12754,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.869,53.62309
12755,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12756,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12757,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12758,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12759,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12760,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12761,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12762,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12763,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12764,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12765,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12766,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12767,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12768,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12769,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12770,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12771,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12772,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12773,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12774,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12775,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.87014,53.62363
12776,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12777,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
12778,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.86794,53.6148
12779,50,83,23,9906,235,-124,359,173,-71,173,-78,629,84,29,31,233,100,233,115,35.88146,53.63121
